Date,valley fever,DiseaseIncidence,symptoms,cancer symptoms,pregnancy,pregnancy symptoms,flu,flu symptoms,valley fever symptoms,symptoms of valley fever,valley fever symptoms in dogs,valley fever in dogs,symptoms of valley fever in dogs,what are the symptoms of valley fever,valley fever in dogs symptoms,symptoms of lyme disease,symptoms of mono,what is valley fever,valley fever treatment,treatment for valley fever,valley fever test,valley fever contagious,is valley fever contagious,valley fever rash,valley fever in humans,valley fever symptoms in humans,fluconazole,fluconazole for dogs,fluconazole side effects,fluconazole 150mg,fluconazole 150 mg,valley metro,metro valley bus,bus,metro bus,valley metro routes,phoenix valley metro,hay fever,hay fever symptoms
4/9/2017 0:00,52,1,85,52,89,58,17,14,46,73,48,55,0,0,48,0,30,32,25,69,0,25,0,0,40,0,41,44,0,0,0,80,75,75,66,38,47,30,0
4/16/2017 0:00,57,1,90,63,84,60,20,20,60,55,72,62,100,0,72,0,62,64,25,0,43,0,48,0,0,0,29,0,32,0,93,77,58,76,73,71,70,20,0
4/23/2017 0:00,65,1,87,66,77,60,20,13,46,28,49,28,0,0,49,33,61,0,0,0,43,0,49,0,41,43,46,46,32,0,0,93,70,73,78,72,79,21,0
4/30/2017 0:00,48,1,87,64,93,66,17,10,60,19,49,21,0,100,49,33,77,0,26,0,87,25,49,51,40,0,71,0,0,0,0,74,47,84,66,61,59,31,51
5/7/2017 0:00,47,1,86,65,86,49,15,13,42,19,49,43,0,0,49,34,47,66,77,0,0,0,0,78,41,44,34,0,0,0,0,78,60,79,76,46,52,42,0
5/14/2017 0:00,39,1,87,56,88,52,12,16,30,20,52,66,0,54,52,35,49,35,54,0,46,27,0,55,0,0,40,48,35,72,0,82,69,79,68,24,50,22,54
5/21/2017 0:00,68,1,86,67,82,65,14,12,45,30,0,30,36,0,0,36,33,35,0,0,47,0,0,82,0,0,63,97,0,73,0,83,71,80,78,53,63,22,0
5/28/2017 0:00,34,1,78,53,86,45,13,12,21,61,0,23,0,0,0,37,34,0,28,0,48,57,54,57,0,48,75,51,0,0,0,86,76,82,87,42,52,23,0
6/4/2017 0:00,40,1,82,59,96,78,14,13,20,20,52,38,36,55,52,36,33,70,28,76,47,27,53,55,44,48,41,49,0,0,0,84,66,79,75,57,34,0,0
6/11/2017 0:00,50,2,84,50,100,65,12,8,40,100,80,23,0,55,80,72,34,35,28,0,94,0,53,55,88,71,100,0,0,0,0,81,73,75,76,74,68,67,0
6/18/2017 0:00,53,1,82,66,89,100,8,9,24,38,0,14,0,0,0,34,32,33,26,71,0,26,50,52,42,45,56,94,33,0,0,77,59,77,69,66,53,0,0
6/25/2017 0:00,51,1,84,54,88,58,7,3,36,20,54,61,0,0,54,55,34,36,0,76,0,0,0,0,68,96,60,51,36,0,0,83,53,80,73,50,74,23,0
7/2/2017 0:00,52,1,77,68,85,65,9,6,32,64,56,40,0,0,56,38,36,75,0,0,100,29,0,0,47,100,63,0,0,0,0,100,73,87,90,57,100,95,0
7/9/2017 0:00,61,1,82,58,88,63,9,12,61,20,0,15,37,0,0,0,51,35,28,0,47,0,0,0,44,0,46,49,0,0,100,80,67,78,73,45,64,22,0
7/16/2017 0:00,59,1,77,64,97,59,10,5,25,20,53,45,0,0,53,0,34,70,28,75,0,28,53,55,0,0,55,0,53,0,0,82,56,72,77,70,47,22,0
7/23/2017 0:00,65,1,83,53,92,79,7,6,45,30,52,37,36,53,52,36,100,0,27,0,46,27,52,55,44,0,36,49,35,0,0,81,81,86,76,97,50,0,0
7/30/2017 0:00,69,1,77,68,83,56,10,9,29,0,50,100,0,0,50,34,32,100,0,71,45,26,50,0,0,0,69,47,0,0,0,81,68,92,82,74,73,42,0
8/6/2017 0:00,66,1,82,69,78,49,7,7,33,19,49,56,0,0,49,0,47,33,26,70,44,0,49,0,41,0,64,0,0,0,93,91,100,100,100,58,72,0,0
8/13/2017 0:00,58,2,77,70,85,65,10,5,28,28,0,56,34,0,0,50,31,0,52,0,44,26,49,52,62,44,34,0,33,69,0,96,76,93,91,53,48,21,0
8/20/2017 0:00,59,1,87,72,90,59,9,6,22,36,96,47,66,0,96,64,30,48,0,0,0,25,48,0,40,43,45,0,0,0,0,83,68,89,94,74,92,20,0
8/27/2017 0:00,70,1,84,50,80,51,14,11,27,0,47,27,33,0,47,64,30,32,0,0,84,25,48,50,40,0,45,45,32,0,0,80,74,88,83,44,38,30,50
9/3/2017 0:00,73,1,77,55,75,49,14,11,36,18,48,68,33,0,48,32,0,32,50,0,84,0,0,50,0,0,53,0,32,0,89,85,71,81,77,100,50,40,50
9/10/2017 0:00,60,1,83,72,80,60,18,11,45,35,47,40,49,0,47,48,0,0,25,0,0,24,47,49,0,0,77,0,0,0,0,85,74,85,93,87,30,20,0
9/17/2017 0:00,59,2,79,64,78,49,20,11,22,27,95,27,0,0,95,32,0,32,25,100,42,0,0,49,0,42,69,0,32,0,0,81,66,78,77,55,50,20,0
9/24/2017 0:00,56,1,83,100,89,63,24,11,41,36,95,68,33,0,95,65,30,63,25,0,42,0,0,50,40,0,41,0,32,66,0,82,50,79,77,78,23,0,0
10/1/2017 0:00,58,1,80,45,85,38,26,11,27,0,0,20,0,0,0,33,30,32,0,0,43,0,48,0,0,0,53,45,0,0,0,83,60,76,77,70,46,20,50
10/8/2017 0:00,50,1,79,73,79,36,26,16,33,19,50,21,34,0,50,34,0,67,26,0,45,26,49,0,0,0,51,47,33,0,93,90,64,72,68,62,60,21,0
10/15/2017 0:00,65,1,77,68,74,52,24,16,28,37,0,0,0,0,0,33,46,33,38,0,43,0,0,51,0,0,42,0,0,0,0,90,85,79,80,87,31,31,0
10/22/2017 0:00,54,1,85,50,81,50,27,11,23,18,0,34,0,0,0,33,31,32,25,0,0,0,0,50,0,0,37,45,0,67,0,94,80,83,81,48,74,50,0
10/29/2017 0:00,66,2,81,58,77,67,24,16,18,18,0,55,0,0,0,0,31,64,25,0,0,25,48,50,0,0,75,0,0,0,91,85,71,80,82,64,74,30,50
11/5/2017 0:00,55,2,83,59,79,62,24,17,18,0,0,27,0,49,0,32,30,63,25,67,42,49,95,0,79,42,58,45,32,100,0,96,68,76,83,92,50,40,0
11/12/2017 0:00,61,2,87,54,84,71,25,18,32,18,48,34,33,50,48,32,30,32,100,68,0,0,0,100,0,0,33,45,0,0,0,74,61,81,82,33,35,20,50
11/19/2017 0:00,65,2,74,52,70,62,21,13,43,38,50,50,34,0,50,34,32,0,26,0,88,26,50,52,84,0,47,47,100,0,0,84,61,71,78,46,52,21,0
11/26/2017 0:00,53,2,84,67,80,66,25,27,27,36,47,80,33,0,47,0,60,31,25,0,0,0,47,49,40,0,61,66,31,0,0,84,72,73,78,73,30,20,0
12/3/2017 0:00,75,2,79,57,75,65,36,28,59,36,96,34,0,0,96,33,46,64,63,0,42,100,96,75,100,64,54,0,32,0,90,81,65,65,63,52,50,20,0
12/10/2017 0:00,78,2,78,68,78,70,40,25,65,46,0,28,33,0,0,33,31,32,26,69,43,25,49,0,41,43,67,45,33,68,92,84,73,76,65,79,35,20,51
12/17/2017 0:00,72,2,81,55,78,66,61,70,38,38,50,71,34,52,50,0,0,67,53,0,67,52,50,0,0,0,56,0,34,0,0,88,68,72,87,82,65,21,0
12/24/2017 0:00,100,1,89,40,94,90,87,92,61,30,0,46,37,56,0,37,34,36,71,76,47,57,53,0,45,0,42,0,0,0,0,87,60,67,72,75,61,0,0
12/31/2017 0:00,92,2,100,54,88,84,100,100,100,47,100,28,34,52,100,34,32,83,53,71,89,78,100,0,84,0,82,0,33,0,94,87,74,68,80,70,36,32,0
1/7/2018 0:00,74,2,98,71,91,72,100,100,56,100,48,37,73,96,48,30,94,38,63,0,33,25,24,68,100,49,100,48,45,72,0,100,88,64,100,100,85,34,0
1/14/2018 0:00,77,2,93,76,95,58,93,97,39,25,95,60,48,0,95,0,31,38,62,96,33,37,70,0,33,48,70,48,45,0,0,83,86,71,83,43,32,34,0
1/21/2018 0:00,80,2,100,70,91,64,83,99,33,61,31,54,0,0,31,30,31,50,46,32,33,25,23,45,33,0,52,0,44,0,0,88,96,66,70,51,73,0,0
1/28/2018 0:00,52,2,96,59,92,77,83,79,61,37,31,42,48,94,31,30,46,37,61,0,33,37,46,89,0,0,46,0,44,0,0,87,74,70,90,77,31,0,50
2/4/2018 0:00,64,2,93,67,91,67,67,75,43,60,46,70,70,0,46,0,60,49,30,31,32,24,23,44,32,0,80,47,43,46,0,90,85,69,94,67,56,65,0
2/11/2018 0:00,44,2,94,70,88,76,62,82,54,48,0,29,0,0,0,29,30,61,76,0,32,72,23,0,32,0,45,47,88,0,0,86,90,71,84,88,31,49,49
2/18/2018 0:00,38,2,83,72,80,58,40,48,60,36,31,53,0,0,31,0,30,49,30,0,64,24,23,44,32,47,56,0,44,46,0,82,71,69,76,42,77,66,49
3/4/2018 0:00,66,2,81,65,88,63,27,28,60,72,31,47,47,92,31,29,90,49,30,0,32,0,0,0,0,0,51,0,44,0,0,80,57,70,69,42,51,99,0
3/11/2018 0:00,48,1,81,67,90,68,20,22,38,98,47,54,72,0,47,30,92,0,0,32,0,24,23,45,0,48,64,47,89,0,0,83,77,63,69,51,42,33,0
3/18/2018 0:00,48,2,83,70,86,62,20,20,66,49,63,48,48,0,63,0,31,37,61,32,66,25,23,45,66,0,70,48,0,0,0,75,71,71,78,82,58,33,0
3/25/2018 0:00,51,2,79,60,97,64,18,21,39,0,0,48,48,0,0,30,78,0,31,32,0,25,0,0,33,48,58,48,45,47,0,83,76,75,83,56,58,51,50
4/1/2018 0:00,43,2,90,67,94,55,16,20,44,49,0,54,0,0,0,30,31,50,31,32,33,25,0,0,66,0,41,0,45,0,0,75,82,85,73,51,52,50,50
4/8/2018 0:00,100,2,86,51,95,62,15,15,77,49,31,60,0,0,31,30,62,100,62,64,100,24,0,45,0,0,63,47,44,47,0,85,81,79,75,38,42,84,50
4/15/2018 0:00,58,2,84,62,90,50,17,8,100,25,0,48,0,95,0,0,31,25,62,0,33,49,23,0,33,48,12,0,45,0,0,78,65,64,73,30,84,67,100
4/22/2018 0:00,64,1,86,77,85,66,15,17,89,24,31,47,47,0,31,0,31,50,46,32,66,25,23,0,0,0,63,0,45,0,0,84,64,66,62,42,52,100,50
4/29/2018 0:00,77,2,85,64,93,74,12,6,39,62,94,48,96,0,94,30,31,0,31,32,66,0,24,45,0,0,41,0,45,47,50,67,60,67,69,43,47,68,50
5/6/2018 0:00,58,2,88,76,87,78,13,12,67,62,32,42,48,0,32,30,31,50,62,48,33,25,0,45,33,0,47,48,0,47,0,86,59,71,98,35,53,68,0
5/13/2018 0:00,41,2,81,72,87,82,12,8,68,38,32,37,49,0,32,30,31,26,31,0,34,0,0,92,50,0,41,48,0,0,0,83,81,79,48,31,70,34,0
5/20/2018 0:00,57,1,83,77,91,84,12,8,59,64,66,25,100,100,66,32,49,0,97,100,34,0,0,47,0,0,68,0,0,49,0,80,61,71,75,41,72,0,52
5/27/2018 0:00,50,2,85,67,85,99,11,10,54,40,0,13,0,0,0,0,33,27,50,0,36,27,25,49,0,0,63,0,0,0,53,81,72,71,77,37,63,36,0
6/3/2018 0:00,62,1,83,72,94,88,9,11,23,79,0,57,52,0,0,0,33,27,0,0,0,52,25,48,0,51,55,0,47,51,0,74,86,74,89,54,72,36,0
6/10/2018 0:00,60,2,79,76,88,62,10,10,40,64,33,37,50,0,33,0,0,26,0,33,69,51,24,47,34,100,84,0,0,49,51,71,54,70,71,49,33,35,53
6/17/2018 0:00,66,2,79,100,96,70,10,10,65,78,67,64,51,0,67,64,0,27,33,0,0,27,37,71,0,0,68,50,0,0,0,78,69,73,91,73,100,0,0
6/24/2018 0:00,69,2,84,72,99,42,8,9,78,79,0,52,51,0,0,32,100,67,100,69,0,53,25,0,36,0,75,51,0,0,0,80,56,69,60,41,39,36,0
7/1/2018 0:00,73,1,73,68,92,66,7,4,67,27,87,100,54,0,87,33,86,56,68,35,36,27,0,100,0,0,32,0,99,0,0,84,82,70,73,38,58,37,55
7/8/2018 0:00,68,2,82,72,96,84,8,9,64,90,0,13,0,0,0,31,32,53,65,33,0,39,0,0,34,50,30,0,0,50,0,89,51,70,59,13,44,53,0
7/15/2018 0:00,88,2,79,58,100,71,9,7,54,65,50,45,51,0,50,0,33,80,49,0,70,66,38,96,0,51,69,51,0,50,53,75,74,70,91,14,78,89,54
7/22/2018 0:00,61,2,85,63,95,97,8,6,59,65,100,57,0,0,100,0,0,40,0,68,87,0,0,0,0,51,55,0,0,0,0,72,55,70,60,41,78,35,0
7/29/2018 0:00,71,2,78,62,94,78,9,5,58,25,33,37,50,0,33,0,32,52,0,0,34,51,0,70,0,50,30,49,46,49,0,85,67,82,81,62,38,0,0
8/5/2018 0:00,68,2,77,56,96,85,7,2,51,51,0,43,0,97,0,0,48,0,32,0,0,25,24,0,34,0,36,0,46,0,0,100,73,91,74,62,75,35,0
8/12/2018 0:00,74,2,81,62,95,100,9,2,56,75,32,55,0,95,32,0,63,25,0,32,0,50,0,46,33,48,47,0,45,0,0,88,87,81,90,39,80,34,51
8/19/2018 0:00,59,1,79,91,88,68,12,7,40,75,32,31,49,0,32,0,31,0,31,0,34,25,24,46,51,49,42,49,45,0,0,93,77,88,92,44,64,68,0
8/26/2018 0:00,46,1,83,75,74,46,10,6,67,25,0,73,0,0,0,30,31,0,0,0,0,0,47,45,0,0,59,48,45,48,0,92,72,100,78,35,53,67,0
9/2/2018 0:00,49,1,79,65,86,65,15,12,39,37,32,30,49,0,32,46,31,51,0,0,0,0,0,46,0,0,53,0,0,0,100,92,99,77,79,30,37,34,0
9/9/2018 0:00,63,1,80,75,95,73,18,11,55,49,31,12,48,0,31,30,0,25,92,32,33,24,0,45,33,95,46,48,44,0,0,81,67,80,68,38,42,0,0
9/16/2018 0:00,56,1,80,79,81,72,22,11,50,25,48,42,48,0,48,61,31,38,0,0,66,0,71,91,0,0,70,96,45,0,0,83,78,74,81,35,53,0,0
9/23/2018 0:00,69,1,84,58,86,69,26,11,67,50,32,12,0,0,32,0,31,25,0,32,0,50,35,91,33,0,59,96,0,0,0,87,59,72,74,39,53,34,51
9/30/2018 0:00,40,1,75,88,92,57,30,15,17,74,31,36,48,95,31,0,93,25,0,32,100,73,24,0,33,0,64,48,45,47,0,93,66,75,60,30,63,33,50
10/7/2018 0:00,54,2,83,63,91,61,32,16,35,52,34,45,0,0,34,32,66,0,0,0,35,26,100,48,35,0,56,0,48,100,0,82,79,80,78,73,90,36,53
10/14/2018 0:00,40,1,77,74,90,59,40,16,17,0,32,44,0,0,32,31,32,26,0,0,0,25,0,94,34,0,72,50,0,49,0,83,100,75,80,44,76,52,0
10/21/2018 0:00,46,2,82,53,88,80,34,22,34,25,32,31,0,0,32,31,64,52,32,33,34,51,24,0,34,0,30,0,0,0,51,86,60,76,69,31,60,35,52
11/4/2018 0:00,55,1,70,81,80,39,28,19,32,23,30,57,46,0,30,100,88,24,29,0,31,59,44,43,0,0,45,0,0,0,47,79,59,74,73,29,45,64,0
11/11/2018 0:00,56,0,81,54,79,40,26,20,62,63,64,55,49,0,64,0,47,26,63,33,34,100,0,46,34,0,41,49,0,0,0,84,64,78,83,44,54,34,0
11/25/2018 0:00,74,1,82,67,86,82,29,20,22,37,31,54,47,0,31,30,61,25,31,0,33,24,35,45,0,48,58,47,0,0,0,77,49,72,60,30,52,66,0
12/2/2018 0:00,37,2,79,69,73,88,27,25,28,25,0,30,0,94,0,30,31,0,0,48,0,49,24,45,33,0,64,48,0,47,0,84,73,70,82,52,53,51,0
12/9/2018 0:00,51,2,84,56,83,71,27,28,68,51,65,62,0,0,65,31,32,26,48,33,0,50,24,0,34,49,36,0,46,49,0,86,50,72,67,35,65,0,0
12/16/2018 0:00,30,1,83,63,95,71,24,26,23,0,0,12,0,0,0,31,32,26,63,0,51,0,24,0,34,0,48,0,45,0,0,79,66,63,59,27,38,69,0
12/23/2018 0:00,33,0,76,40,92,54,43,47,25,0,35,47,54,0,35,0,52,56,35,0,0,28,0,50,0,54,59,53,100,0,55,79,53,63,48,10,53,38,0
12/30/2018 0:00,51,1,79,61,86,61,39,38,41,0,0,57,0,0,0,0,65,26,33,0,35,26,0,0,0,0,49,100,0,50,0,84,73,72,67,32,50,36,0
